,gender,path,AgeGroup
24764,male,wiki_crop/56/11467856_1924-10-31_1953.jpg,"(25, 32)"
24765,male,wiki_crop/72/1682572_1914-09-26_1955.jpg,"(38, 43)"
24766,male,wiki_crop/95/679895_1948-03-03_2011.jpg,"(60, 100)"
24767,female,wiki_crop/09/1222909_1926-06-10_1946.jpg,"(15, 20)"
24768,male,wiki_crop/57/641857_1929-02-14_1955.jpg,"(25, 32)"
24769,female,wiki_crop/85/36722385_1993-02-10_2011.jpg,"(15, 20)"
24770,male,wiki_crop/59/113159_1964-04-25_2005.jpg,"(38, 43)"
24771,male,wiki_crop/58/3280858_1957-07-22_2011.jpg,"(48, 53)"
24773,male,wiki_crop/11/1045211_1937-02-08_2011.jpg,"(60, 100)"
24774,male,wiki_crop/80/5139380_1983-10-31_2014.jpg,"(25, 32)"
24776,female,wiki_crop/25/2011425_1972-02-20_2011.jpg,"(38, 43)"
24777,female,wiki_crop/04/28285404_1986-09-18_2012.jpg,"(25, 32)"
24778,male,wiki_crop/78/13362678_1988-08-21_2014.jpg,"(25, 32)"
24780,female,wiki_crop/83/5521083_1981-12-11_2012.jpg,"(25, 32)"
24782,male,wiki_crop/06/36089506_1982-12-08_2012.jpg,"(25, 32)"
24783,male,wiki_crop/12/11471512_1982-04-07_2009.jpg,"(25, 32)"
24784,male,wiki_crop/80/6605280_1982-07-08_2014.jpg,"(25, 32)"
24785,male,wiki_crop/36/2468336_1953-05-22_2015.jpg,"(60, 100)"
24786,female,wiki_crop/10/554610_1936-06-28_1956.jpg,"(15, 20)"
24789,male,wiki_crop/15/14731515_1986-09-14_2005.jpg,"(15, 20)"
24790,male,wiki_crop/44/316244_1956-08-10_2008.jpg,"(48, 53)"
24792,female,wiki_crop/13/37022313_1945-10-16_1966.jpg,"(15, 20)"
24793,male,wiki_crop/62/12863262_1954-04-28_1974.jpg,"(15, 20)"
24796,male,wiki_crop/04/18690204_1943-07-22_2006.jpg,"(60, 100)"
24797,female,wiki_crop/09/17271009_1980-11-09_2013.jpg,"(25, 32)"
24799,female,wiki_crop/96/30408996_1977-06-25_2009.jpg,"(25, 32)"
24800,female,wiki_crop/70/618770_1948-03-28_2009.jpg,"(60, 100)"
24803,male,wiki_crop/12/38793412_1960-02-00_2011.jpg,"(0, 2)"
24804,female,wiki_crop/50/14059850_1971-03-04_2013.jpg,"(38, 43)"
24805,male,wiki_crop/14/10943114_1921-08-02_1952.jpg,"(25, 32)"
24806,male,wiki_crop/64/25806464_1985-03-15_2013.jpg,"(25, 32)"
24808,male,wiki_crop/05/3055905_1923-05-17_1944.jpg,"(15, 20)"
24810,male,wiki_crop/44/38702644_1989-07-23_2010.jpg,"(15, 20)"
24812,female,wiki_crop/04/10603504_1966-05-11_2008.jpg,"(38, 43)"
24814,female,wiki_crop/13/19345613_1979-04-24_2008.jpg,"(25, 32)"
24816,male,wiki_crop/23/34214923_1993-08-08_2010.jpg,"(15, 20)"
24818,male,wiki_crop/74/6817074_1936-10-01_1989.jpg,"(48, 53)"
24819,male,wiki_crop/79/1127579_1975-06-18_2006.jpg,"(25, 32)"
24820,male,wiki_crop/74/31120674_1971-03-16_2015.jpg,"(38, 43)"
24821,male,wiki_crop/05/1330605_1975-09-15_2007.jpg,"(25, 32)"
24822,male,wiki_crop/66/25871366_1961-01-18_2002.jpg,"(38, 43)"
24823,male,wiki_crop/64/41080964_1992-08-27_2013.jpg,"(15, 20)"
24825,male,wiki_crop/12/21084412_1961-09-04_2012.jpg,"(48, 53)"
24827,male,wiki_crop/51/4528251_1880-03-09_1941.jpg,"(60, 100)"
24828,male,wiki_crop/68/12923968_1984-02-16_2014.jpg,"(25, 32)"
24830,male,wiki_crop/82/4198682_1986-10-27_2007.jpg,"(15, 20)"
24832,female,wiki_crop/66/35743866_1984-12-20_2011.jpg,"(25, 32)"
24834,male,wiki_crop/36/92436_1943-08-30_2010.jpg,"(60, 100)"
24835,male,wiki_crop/95/6299195_1958-10-20_2012.jpg,"(48, 53)"
24836,female,wiki_crop/54/36850754_1946-05-17_1967.jpg,"(15, 20)"
24839,female,wiki_crop/26/38023126_1966-05-07_1993.jpg,"(25, 32)"
24840,male,wiki_crop/61/33161_1949-05-26_2011.jpg,"(60, 100)"
24841,male,wiki_crop/26/8920426_1983-05-31_2011.jpg,"(25, 32)"
24842,female,wiki_crop/70/9109670_1978-11-24_2010.jpg,"(25, 32)"
24843,male,wiki_crop/90/1333790_1980-10-13_2012.jpg,"(25, 32)"
24844,male,wiki_crop/79/1063379_1916-08-10_1945.jpg,"(25, 32)"
24845,male,wiki_crop/28/2525728_1969-09-03_2011.jpg,"(38, 43)"
24847,male,wiki_crop/66/9088666_1930-12-30_1983.jpg,"(48, 53)"
24850,male,wiki_crop/15/750615_1965-12-10_2009.jpg,"(38, 43)"
24853,male,wiki_crop/02/166702_1954-10-03_2015.jpg,"(60, 100)"
24854,male,wiki_crop/39/17915439_1989-12-17_2009.jpg,"(15, 20)"
24855,male,wiki_crop/14/38906514_1933-11-05_2006.jpg,"(60, 100)"
24857,male,wiki_crop/00/22015000_1925-01-12_2003.jpg,"(60, 100)"
24858,male,wiki_crop/32/2697732_1952-08-23_2006.jpg,"(48, 53)"
24859,male,wiki_crop/52/6747052_1947-09-15_1974.jpg,"(25, 32)"
24861,male,wiki_crop/87/2007787_1952-05-06_2014.jpg,"(60, 100)"
24862,male,wiki_crop/87/97787_1907-04-29_1940.jpg,"(25, 32)"
24864,male,wiki_crop/07/45515607_1970-06-10_2010.jpg,"(38, 43)"
24865,male,wiki_crop/55/3324955_1967-10-02_2010.jpg,"(38, 43)"
24867,female,wiki_crop/31/26823431_1947-10-04_2013.jpg,"(60, 100)"
24870,male,wiki_crop/87/11672787_1934-11-18_1963.jpg,"(25, 32)"
24871,male,wiki_crop/23/11321623_1987-04-01_2015.jpg,"(25, 32)"
24875,male,wiki_crop/47/24209747_1985-07-01_2014.jpg,"(25, 32)"
24877,female,wiki_crop/73/2148973_1970-02-23_2010.jpg,"(38, 43)"
24881,male,wiki_crop/03/4688803_1967-05-12_1987.jpg,"(15, 20)"
24886,male,wiki_crop/65/14138365_1944-03-13_2011.jpg,"(60, 100)"
24887,male,wiki_crop/42/3673742_1906-07-17_1947.jpg,"(38, 43)"
24889,male,wiki_crop/30/4688430_1923-08-19_1994.jpg,"(60, 100)"
24890,male,wiki_crop/93/625393_1963-06-18_2006.jpg,"(38, 43)"
24891,male,wiki_crop/74/205574_1879-07-12_1942.jpg,"(60, 100)"
24892,male,wiki_crop/78/29850778_1981-12-18_2014.jpg,"(25, 32)"
24893,male,wiki_crop/49/8000249_1980-01-17_2008.jpg,"(25, 32)"
24894,male,wiki_crop/29/26894029_1983-09-28_2011.jpg,"(25, 32)"
24895,male,wiki_crop/58/4567258_1921-11-22_1962.jpg,"(38, 43)"
24897,male,wiki_crop/62/31718162_1987-01-23_2013.jpg,"(25, 32)"
24898,male,wiki_crop/73/44569973_1970-08-12_2014.jpg,"(38, 43)"
24899,female,wiki_crop/85/5641885_1982-08-09_2008.jpg,"(25, 32)"
24901,male,wiki_crop/69/2996269_1946-05-05_1976.jpg,"(25, 32)"
24902,female,wiki_crop/97/15207997_1985-11-30_2012.jpg,"(25, 32)"
24903,male,wiki_crop/21/904921_1970-01-24_2012.jpg,"(38, 43)"
24904,male,wiki_crop/09/31627709_1973-03-13_2013.jpg,"(38, 43)"
24906,male,wiki_crop/03/3744603_1983-02-23_2012.jpg,"(25, 32)"
24907,male,wiki_crop/26/21026_1947-09-27_2009.jpg,"(60, 100)"
24908,male,wiki_crop/30/45263430_1985-07-30_2015.jpg,"(25, 32)"
24910,female,wiki_crop/21/24332921_1986-12-13_2013.jpg,"(25, 32)"
24912,female,wiki_crop/22/34892522_1958-02-02_2012.jpg,"(48, 53)"
24913,male,wiki_crop/66/9343566_1985-08-27_2013.jpg,"(25, 32)"
24914,male,wiki_crop/51/25807951_1987-01-13_2013.jpg,"(25, 32)"
24915,male,wiki_crop/17/5808517_1978-05-28_2008.jpg,"(25, 32)"
24916,male,wiki_crop/05/44116005_1934-11-11_2010.jpg,"(60, 100)"
24917,male,wiki_crop/82/1511782_1957-08-21_1986.jpg,"(25, 32)"
24922,male,wiki_crop/98/34901998_1984-03-27_2012.jpg,"(25, 32)"
24923,male,wiki_crop/05/39716505_1962-02-26_2011.jpg,"(48, 53)"
24927,male,wiki_crop/86/2365286_1966-10-18_2007.jpg,"(38, 43)"
24928,female,wiki_crop/04/36702804_1994-01-10_2012.jpg,"(15, 20)"
24929,female,wiki_crop/87/16735987_1978-02-17_2006.jpg,"(25, 32)"
24931,male,wiki_crop/85/887585_1931-09-14_2009.jpg,"(60, 100)"
24936,female,wiki_crop/73/5990073_1899-11-17_1949.jpg,"(48, 53)"
24937,male,wiki_crop/95/36539595_1989-08-11_2010.jpg,"(15, 20)"
24938,female,wiki_crop/82/1215582_1964-06-09_2007.jpg,"(38, 43)"
24941,female,wiki_crop/58/34786258_1977-03-28_2007.jpg,"(25, 32)"
24942,male,wiki_crop/39/1627239_1982-03-31_2010.jpg,"(25, 32)"
24943,male,wiki_crop/47/195547_1926-02-07_1965.jpg,"(38, 43)"
24944,male,wiki_crop/34/1192834_1951-10-22_1970.jpg,"(15, 20)"
24946,male,wiki_crop/83/63283_1941-01-15_1974.jpg,"(25, 32)"
24948,male,wiki_crop/92/21090592_1969-04-16_2009.jpg,"(38, 43)"
24949,male,wiki_crop/03/4254303_1975-09-23_2006.jpg,"(25, 32)"
24950,male,wiki_crop/84/24748284_1986-09-30_2013.jpg,"(25, 32)"
24951,male,wiki_crop/84/20568684_1989-02-13_2010.jpg,"(15, 20)"
24952,male,wiki_crop/39/1075939_1955-11-06_2009.jpg,"(48, 53)"
24955,male,wiki_crop/32/1107832_1926-01-17_2006.jpg,"(60, 100)"
24956,male,wiki_crop/32/10967332_1985-08-26_2011.jpg,"(25, 32)"
24957,female,wiki_crop/28/24369728_1984-01-17_2012.jpg,"(25, 32)"
24958,male,wiki_crop/16/11061916_1985-09-29_2012.jpg,"(25, 32)"
24959,male,wiki_crop/68/6573568_1988-05-02_2014.jpg,"(25, 32)"
24962,female,wiki_crop/44/3559744_1941-09-06_2014.jpg,"(60, 100)"
24963,female,wiki_crop/25/34438925_1984-06-05_2012.jpg,"(25, 32)"
24964,male,wiki_crop/41/13046941_1988-05-14_2008.jpg,"(15, 20)"
24965,male,wiki_crop/04/37451004_1959-02-14_1979.jpg,"(15, 20)"
24966,male,wiki_crop/46/6385546_1980-05-23_2013.jpg,"(25, 32)"
24967,male,wiki_crop/62/495862_1958-08-07_2008.jpg,"(48, 53)"
24968,male,wiki_crop/93/6895093_1970-11-11_2013.jpg,"(38, 43)"
24969,female,wiki_crop/68/36276268_1946-06-21_1964.jpg,"(15, 20)"
24970,male,wiki_crop/52/1230352_1946-12-11_2010.jpg,"(60, 100)"
24972,male,wiki_crop/74/3777174_1946-08-27_2015.jpg,"(60, 100)"
24974,male,wiki_crop/61/7087961_1953-05-19_2007.jpg,"(48, 53)"
24975,female,wiki_crop/16/24642416_1982-11-30_2014.jpg,"(25, 32)"
24978,male,wiki_crop/27/14572427_1914-03-27_1940.jpg,"(25, 32)"
24979,male,wiki_crop/37/1397937_1977-06-24_2009.jpg,"(25, 32)"
24982,male,wiki_crop/91/1467291_1953-08-30_2005.jpg,"(48, 53)"
24983,male,wiki_crop/57/42452957_1970-03-05_2011.jpg,"(38, 43)"
24985,male,wiki_crop/95/1783295_1928-02-18_1972.jpg,"(38, 43)"
24987,male,wiki_crop/43/1226543_1957-12-04_2007.jpg,"(48, 53)"
24988,male,wiki_crop/02/86402_1943-01-28_2013.jpg,"(60, 100)"
24989,male,wiki_crop/76/6924576_1970-10-24_2014.jpg,"(38, 43)"
24990,male,wiki_crop/99/2618799_1938-05-21_2005.jpg,"(60, 100)"
24991,female,wiki_crop/15/3531615_1994-10-09_2011.jpg,"(15, 20)"
24992,female,wiki_crop/95/27859495_1952-08-08_2014.jpg,"(60, 100)"
24993,female,wiki_crop/44/5690144_1939-03-02_2009.jpg,"(60, 100)"
24995,female,wiki_crop/25/1889625_1947-10-17_2012.jpg,"(60, 100)"
24999,male,wiki_crop/92/32237792_1987-05-21_2013.jpg,"(25, 32)"
25000,male,wiki_crop/82/17572182_1923-12-08_1950.jpg,"(25, 32)"
25001,male,wiki_crop/17/581217_1914-05-05_1940.jpg,"(25, 32)"
25003,male,wiki_crop/11/14358711_1941-08-29_1970.jpg,"(25, 32)"
25006,male,wiki_crop/62/3061062_1933-01-28_2012.jpg,"(60, 100)"
25007,female,wiki_crop/04/308404_1947-10-09_1965.jpg,"(15, 20)"
25008,male,wiki_crop/81/4711281_1984-09-25_2013.jpg,"(25, 32)"
25010,male,wiki_crop/24/232224_1945-12-06_2008.jpg,"(60, 100)"
25011,male,wiki_crop/85/44246985_1971-03-17_2014.jpg,"(38, 43)"
25013,male,wiki_crop/18/11239018_1982-05-09_2013.jpg,"(25, 32)"
25017,male,wiki_crop/69/20027069_1923-01-14_1951.jpg,"(25, 32)"
25018,female,wiki_crop/60/12520860_1992-08-20_2013.jpg,"(15, 20)"
25020,male,wiki_crop/88/751288_1981-01-20_2008.jpg,"(25, 32)"
25021,male,wiki_crop/28/40584928_1981-04-22_2014.jpg,"(25, 32)"
25022,male,wiki_crop/91/10659791_1981-06-05_2010.jpg,"(25, 32)"
25023,male,wiki_crop/28/40277128_1936-02-01_1957.jpg,"(15, 20)"
25027,male,wiki_crop/62/23146962_1987-09-05_2013.jpg,"(25, 32)"
25028,male,wiki_crop/08/16371408_1988-01-31_2015.jpg,"(25, 32)"
25029,male,wiki_crop/89/3001089_1978-05-26_2008.jpg,"(25, 32)"
25030,female,wiki_crop/89/2763389_1929-04-19_1948.jpg,"(15, 20)"
25031,male,wiki_crop/09/18191409_1946-05-10_2009.jpg,"(60, 100)"
25032,female,wiki_crop/23/24846823_1981-08-25_2009.jpg,"(25, 32)"
25034,male,wiki_crop/74/5922774_1980-04-23_2009.jpg,"(25, 32)"
25035,male,wiki_crop/95/42585195_1960-02-06_2013.jpg,"(48, 53)"
25036,male,wiki_crop/94/7950094_1971-01-05_2011.jpg,"(38, 43)"
25037,male,wiki_crop/89/1955189_1978-01-18_2010.jpg,"(25, 32)"
25039,male,wiki_crop/08/1431208_1917-10-08_1949.jpg,"(25, 32)"
25040,male,wiki_crop/78/2894578_1963-07-02_1996.jpg,"(25, 32)"
25042,female,wiki_crop/55/46863955_1987-10-10_2014.jpg,"(25, 32)"
25044,male,wiki_crop/25/38579225_1937-04-04_1965.jpg,"(25, 32)"
25045,male,wiki_crop/20/5033220_1958-05-14_2010.jpg,"(48, 53)"
25048,female,wiki_crop/48/36654848_1986-12-12_2012.jpg,"(25, 32)"
25050,male,wiki_crop/89/1479589_1962-02-11_1973.jpg,"(8, 12)"
25051,male,wiki_crop/36/42350936_1995-05-20_2013.jpg,"(15, 20)"
25055,male,wiki_crop/55/39515555_1992-08-16_2013.jpg,"(15, 20)"
25056,male,wiki_crop/03/18800003_1986-11-06_2013.jpg,"(25, 32)"
25057,male,wiki_crop/07/3967507_1937-07-14_1954.jpg,"(15, 20)"
25058,male,wiki_crop/73/34239373_1994-11-30_2014.jpg,"(15, 20)"
25059,male,wiki_crop/96/3747396_1977-05-12_2005.jpg,"(25, 32)"
25060,male,wiki_crop/30/1470130_1971-12-11_2010.jpg,"(38, 43)"
25062,male,wiki_crop/39/1162139_1938-05-19_2009.jpg,"(60, 100)"
25063,female,wiki_crop/99/21246499_1899-05-03_1948.jpg,"(48, 53)"
25064,male,wiki_crop/02/45430702_1998-11-02_2015.jpg,"(15, 20)"
25065,male,wiki_crop/32/6603532_1920-08-21_1953.jpg,"(25, 32)"
25066,male,wiki_crop/61/5489961_1973-07-09_1993.jpg,"(15, 20)"
25067,female,wiki_crop/52/15030452_1884-03-31_1957.jpg,"(60, 100)"
25070,male,wiki_crop/72/3139272_1979-04-02_2009.jpg,"(25, 32)"
25071,male,wiki_crop/15/11736815_1987-02-09_2015.jpg,"(25, 32)"
25072,female,wiki_crop/83/1141283_1958-12-13_2008.jpg,"(48, 53)"
25074,male,wiki_crop/22/2829222_1979-09-03_2010.jpg,"(25, 32)"
25075,male,wiki_crop/08/16096608_1969-05-14_2013.jpg,"(38, 43)"
25076,female,wiki_crop/57/1568757_1982-05-08_2010.jpg,"(25, 32)"
25077,female,wiki_crop/32/25789732_1987-09-14_2013.jpg,"(25, 32)"
25078,male,wiki_crop/54/11511654_1977-04-06_2008.jpg,"(25, 32)"
25081,female,wiki_crop/57/1495757_1936-04-14_2011.jpg,"(60, 100)"
25083,male,wiki_crop/50/1227250_1940-12-24_2001.jpg,"(60, 100)"
25086,male,wiki_crop/11/62811_1920-10-01_1952.jpg,"(25, 32)"
25087,male,wiki_crop/38/6261438_1899-02-01_1978.jpg,"(60, 100)"
25088,male,wiki_crop/63/8007563_1975-12-17_2004.jpg,"(25, 32)"
25089,male,wiki_crop/02/3362702_1936-12-23_1968.jpg,"(25, 32)"
25090,male,wiki_crop/15/14112315_1979-07-07_2010.jpg,"(25, 32)"
25091,female,wiki_crop/84/19432584_1981-07-06_2008.jpg,"(25, 32)"
25095,male,wiki_crop/59/1975259_1970-08-23_2012.jpg,"(38, 43)"
25096,male,wiki_crop/16/8673216_1942-06-20_1974.jpg,"(25, 32)"
25097,male,wiki_crop/59/1223959_1930-11-05_1962.jpg,"(25, 32)"
25098,male,wiki_crop/57/41953557_1994-11-04_2013.jpg,"(15, 20)"
25099,female,wiki_crop/20/256620_1972-08-06_2013.jpg,"(38, 43)"
25100,male,wiki_crop/15/16762515_1936-10-13_2008.jpg,"(60, 100)"
25102,male,wiki_crop/62/474562_1945-02-13_2013.jpg,"(60, 100)"
25106,female,wiki_crop/70/23904770_1990-07-19_2008.jpg,"(15, 20)"
25107,female,wiki_crop/37/5973237_1956-04-02_1972.jpg,"(15, 20)"
25109,female,wiki_crop/85/14100585_1945-08-15_1965.jpg,"(15, 20)"
25110,male,wiki_crop/67/24994867_1970-05-08_2013.jpg,"(38, 43)"
25111,female,wiki_crop/58/36460358_1985-12-19_2013.jpg,"(25, 32)"
25112,male,wiki_crop/62/2383962_1972-02-19_2012.jpg,"(38, 43)"
25114,male,wiki_crop/18/7002518_1981-05-09_2011.jpg,"(25, 32)"
25115,male,wiki_crop/29/39615829_1991-10-18_2010.jpg,"(15, 20)"
25118,male,wiki_crop/51/1375451_1946-02-16_2011.jpg,"(60, 100)"
25119,female,wiki_crop/94/24810094_1933-12-29_1966.jpg,"(25, 32)"
25121,female,wiki_crop/92/42004292_1996-07-13_2014.jpg,"(15, 20)"
25122,male,wiki_crop/95/5880795_1986-08-30_2012.jpg,"(25, 32)"
25125,male,wiki_crop/71/3305171_1983-12-13_2009.jpg,"(25, 32)"
25127,male,wiki_crop/76/39980076_1989-06-21_2015.jpg,"(25, 32)"
25128,female,wiki_crop/25/22731525_1988-07-13_2014.jpg,"(25, 32)"
25129,male,wiki_crop/42/2853142_1992-10-15_2011.jpg,"(15, 20)"
25130,male,wiki_crop/11/105311_1929-11-09_2007.jpg,"(60, 100)"
25131,male,wiki_crop/05/24594005_1919-05-10_2003.jpg,"(60, 100)"
25132,female,wiki_crop/08/9886608_1984-07-22_2011.jpg,"(25, 32)"
25133,female,wiki_crop/09/1556509_1922-04-18_1949.jpg,"(25, 32)"
25136,male,wiki_crop/20/13030520_1981-02-01_2007.jpg,"(25, 32)"
25138,male,wiki_crop/05/30401205_1958-02-24_2011.jpg,"(48, 53)"
25139,female,wiki_crop/68/243368_1970-03-24_1990.jpg,"(15, 20)"
25141,male,wiki_crop/60/33109760_1993-04-08_2014.jpg,"(15, 20)"
25142,male,wiki_crop/80/12200780_1930-09-08_1961.jpg,"(25, 32)"
25143,male,wiki_crop/53/5952653_1978-10-08_2011.jpg,"(25, 32)"
25145,male,wiki_crop/59/8112259_1977-03-04_2006.jpg,"(25, 32)"
25146,male,wiki_crop/77/44031477_1996-03-25_2015.jpg,"(15, 20)"
25148,male,wiki_crop/05/10996505_1984-04-14_2011.jpg,"(25, 32)"
25150,male,wiki_crop/75/2169075_1979-06-22_2012.jpg,"(25, 32)"
25151,female,wiki_crop/88/5139188_1986-05-18_2006.jpg,"(15, 20)"
25152,male,wiki_crop/56/13840156_1980-09-28_2007.jpg,"(25, 32)"
25154,male,wiki_crop/93/38989193_1981-06-17_2011.jpg,"(25, 32)"
25155,male,wiki_crop/50/33715150_1977-02-03_2009.jpg,"(25, 32)"
25156,female,wiki_crop/46/18226546_1991-09-19_2011.jpg,"(15, 20)"
25157,male,wiki_crop/79/14559079_1981-02-03_2008.jpg,"(25, 32)"
25158,male,wiki_crop/89/20874089_1954-06-11_2004.jpg,"(48, 53)"
25159,female,wiki_crop/36/8473036_1980-09-14_2008.jpg,"(25, 32)"
25160,male,wiki_crop/79/5892379_1930-12-24_2008.jpg,"(60, 100)"
25161,male,wiki_crop/46/6772446_1911-04-05_1940.jpg,"(25, 32)"
25162,male,wiki_crop/97/1597897_1927-06-10_1953.jpg,"(25, 32)"
25163,male,wiki_crop/90/33433690_1958-12-18_2011.jpg,"(48, 53)"
25164,male,wiki_crop/82/482382_1929-12-25_2010.jpg,"(60, 100)"
25168,female,wiki_crop/04/44142504_1985-10-06_2013.jpg,"(25, 32)"
25169,male,wiki_crop/36/38065136_1960-07-24_2012.jpg,"(48, 53)"
25171,female,wiki_crop/07/1622807_1966-01-24_2007.jpg,"(38, 43)"
25172,female,wiki_crop/62/4484462_1973-12-24_2012.jpg,"(38, 43)"
25173,male,wiki_crop/33/26404833_1982-04-12_2015.jpg,"(25, 32)"
25174,male,wiki_crop/60/2240460_1979-12-23_2011.jpg,"(25, 32)"
25175,male,wiki_crop/41/44020841_1989-03-10_2015.jpg,"(25, 32)"
25176,female,wiki_crop/03/41247303_1932-06-19_1952.jpg,"(15, 20)"
25177,male,wiki_crop/15/307715_1927-02-02_1958.jpg,"(25, 32)"
25178,male,wiki_crop/45/36777745_1981-12-05_2012.jpg,"(25, 32)"
25179,male,wiki_crop/56/1783956_1979-10-12_2010.jpg,"(25, 32)"
25180,male,wiki_crop/09/42812309_1970-11-05_2011.jpg,"(38, 43)"
25181,female,wiki_crop/95/26122795_1985-03-04_2013.jpg,"(25, 32)"
25182,male,wiki_crop/71/3197371_1984-03-15_2014.jpg,"(25, 32)"
25184,female,wiki_crop/99/30740499_1993-03-15_2011.jpg,"(15, 20)"
25185,female,wiki_crop/53/4198153_1941-08-04_1968.jpg,"(25, 32)"
25188,male,wiki_crop/80/2859080_1980-06-16_2008.jpg,"(25, 32)"
25192,male,wiki_crop/73/5057773_1978-02-14_2006.jpg,"(25, 32)"
25193,male,wiki_crop/85/8286385_1922-11-01_1953.jpg,"(25, 32)"
25195,male,wiki_crop/25/2355025_1975-12-01_2008.jpg,"(25, 32)"
25197,male,wiki_crop/01/2010001_1980-09-11_2009.jpg,"(25, 32)"
25201,male,wiki_crop/29/1201329_1965-11-19_2015.jpg,"(48, 53)"
25203,female,wiki_crop/76/26467376_1988-11-26_2009.jpg,"(15, 20)"
25204,male,wiki_crop/82/16257882_1939-05-22_2009.jpg,"(60, 100)"
25205,male,wiki_crop/85/304085_1919-07-07_1989.jpg,"(60, 100)"
25206,male,wiki_crop/76/42188176_1994-06-17_2014.jpg,"(15, 20)"
25208,male,wiki_crop/21/27653621_1925-04-03_2013.jpg,"(60, 100)"
25211,male,wiki_crop/34/13438034_1979-04-16_2005.jpg,"(25, 32)"
25212,male,wiki_crop/41/5636441_1982-08-18_2013.jpg,"(25, 32)"
25213,female,wiki_crop/35/2173335_1983-10-21_2010.jpg,"(25, 32)"
25214,male,wiki_crop/34/20015634_1978-09-14_2010.jpg,"(25, 32)"
25215,female,wiki_crop/64/639564_1969-07-28_2009.jpg,"(38, 43)"
25216,male,wiki_crop/14/33258714_1979-05-30_2011.jpg,"(25, 32)"
25217,female,wiki_crop/28/2659428_1979-03-24_2011.jpg,"(25, 32)"
25218,female,wiki_crop/78/3269378_1967-12-09_2006.jpg,"(38, 43)"
25220,female,wiki_crop/02/26572102_1983-08-04_2014.jpg,"(25, 32)"
25221,female,wiki_crop/48/38743248_1986-03-22_2015.jpg,"(25, 32)"
25222,male,wiki_crop/70/43910570_1920-08-13_1948.jpg,"(25, 32)"
25223,male,wiki_crop/26/7438426_1988-11-04_2009.jpg,"(15, 20)"
25225,male,wiki_crop/57/5972057_1987-10-07_2015.jpg,"(25, 32)"
25227,male,wiki_crop/85/46730385_1922-05-27_2013.jpg,"(60, 100)"
25228,male,wiki_crop/48/6734748_1900-04-13_1949.jpg,"(48, 53)"
25229,male,wiki_crop/06/267806_1977-02-16_2009.jpg,"(25, 32)"
25233,female,wiki_crop/28/40061528_1995-01-05_2013.jpg,"(15, 20)"
25235,male,wiki_crop/88/3806688_1942-05-20_2008.jpg,"(60, 100)"
25236,male,wiki_crop/65/15081665_1983-08-03_2010.jpg,"(25, 32)"
25238,female,wiki_crop/40/34962340_1987-04-05_2013.jpg,"(25, 32)"
25239,male,wiki_crop/22/23579022_1979-06-29_2012.jpg,"(25, 32)"
25240,female,wiki_crop/45/2361545_1975-12-23_2008.jpg,"(25, 32)"
25241,female,wiki_crop/49/13049149_1977-03-14_2008.jpg,"(25, 32)"
25243,male,wiki_crop/70/4801570_1932-11-19_1959.jpg,"(25, 32)"
25245,male,wiki_crop/98/34084898_1983-04-24_2012.jpg,"(25, 32)"
25246,male,wiki_crop/38/3493438_1919-07-13_1940.jpg,"(15, 20)"
25247,male,wiki_crop/38/3106438_1940-08-20_1961.jpg,"(15, 20)"
25248,female,wiki_crop/17/22740417_1916-02-05_1948.jpg,"(25, 32)"
25250,male,wiki_crop/44/37333944_1993-10-02_2011.jpg,"(15, 20)"
25251,male,wiki_crop/40/32466540_1964-11-09_2013.jpg,"(48, 53)"
25252,female,wiki_crop/39/41953339_1982-07-23_2014.jpg,"(25, 32)"
25253,female,wiki_crop/16/21447416_1984-12-14_2010.jpg,"(25, 32)"
25254,male,wiki_crop/62/11661262_1892-04-20_1943.jpg,"(48, 53)"
25255,male,wiki_crop/48/33577548_1986-01-14_2012.jpg,"(25, 32)"
25256,male,wiki_crop/76/2056376_1929-03-24_1968.jpg,"(38, 43)"
25257,female,wiki_crop/62/34012762_1999-07-09_2012.jpg,"(8, 12)"
25259,male,wiki_crop/37/43954737_1986-08-07_2014.jpg,"(25, 32)"
25261,female,wiki_crop/66/37022366_1948-08-14_1966.jpg,"(15, 20)"
25263,male,wiki_crop/61/17148361_1986-07-22_2014.jpg,"(25, 32)"
25264,female,wiki_crop/99/2316999_1959-05-16_2012.jpg,"(48, 53)"
25265,male,wiki_crop/39/2608439_1907-06-21_1959.jpg,"(48, 53)"
25266,male,wiki_crop/46/26542046_1986-07-24_2012.jpg,"(25, 32)"
25268,male,wiki_crop/53/22838253_1987-02-25_2014.jpg,"(25, 32)"
25269,male,wiki_crop/29/144829_1930-03-24_1959.jpg,"(25, 32)"
25271,male,wiki_crop/18/42868218_1918-10-10_1946.jpg,"(25, 32)"
25272,male,wiki_crop/07/18729607_1978-07-29_2008.jpg,"(25, 32)"
25273,male,wiki_crop/63/23735463_1959-07-02_2008.jpg,"(48, 53)"
25274,male,wiki_crop/87/913287_1947-10-29_2011.jpg,"(60, 100)"
25275,male,wiki_crop/09/1718209_1930-08-20_2012.jpg,"(60, 100)"
25276,male,wiki_crop/44/5524644_1980-11-23_2010.jpg,"(25, 32)"
25277,male,wiki_crop/96/3170196_1970-12-31_2011.jpg,"(38, 43)"
25279,male,wiki_crop/13/31455113_1948-04-17_2013.jpg,"(60, 100)"
25280,male,wiki_crop/93/88493_1922-08-24_2009.jpg,"(60, 100)"
